Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Course Change,1,Social Service Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Service,100.0,No,No,No,Paid,Female,No,45,No,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled
Single,Over 23 Years,1,Social Service Evening,Evening,Basic Ed 3rd Cycle,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Service,Service,111.0,Yes,No,No,Paid,Female,Yes,26,No,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled
Single,Course Change,1,Social Service Evening,Evening,Degree,133.1,Portuguese,12th Incomplete,12th Incomplete,Other,Other,130.0,No,No,No,Paid,Female,No,26,No,8,11,16,10,11.8,0,3,7,7,7,13.285714285714286,0,7.6,2.6,0.32,Graduate
Single,Over 23 Years,1,Management Evening,Evening,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,130.1,No,No,No,Paid,Female,No,25,No,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled
Single,Phase 1 - Madeira,4,Nursing,Daytime,Secondary Education,145.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,127.5,Yes,No,No,Paid,Female,No,18,No,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate
Single,Higher Course Holders,1,Nursing,Daytime,Degree,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry,Industry,130.0,Yes,No,No,Paid,Female,No,27,No,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0,12.7,3.7,-1.7,Graduate
Separated,Phase 2 - General,3,Social Service Evening,Evening,Secondary Education,115.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Service,Other,115.0,No,No,No,Unpaid,Female,No,24,No,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Phase 2 - General,1,Management,Daytime,Secondary Education,124.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Agriculture,Armed Forces,126.8,Yes,No,No,Paid,Female,No,20,No,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,124.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Unskilled,Machine Operator,116.7,Yes,No,No,Paid,Female,Yes,18,No,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 2 - General,6,Oral Hygiene,Daytime,Secondary Education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Industry,Industry,128.5,Yes,No,No,Paid,Female,Yes,18,No,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,137.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,127.5,Yes,No,No,Paid,Female,No,18,No,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,124.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Technician,Machine Operator,117.5,Yes,No,No,Paid,Male,No,19,No,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled
Single,Transfer,3,Nursing,Daytime,Secondary Education,136.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,148.8,Yes,No,No,Paid,Female,Yes,19,No,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,126.0,Portuguese,Other 11th,Secondary Ed,Service,Armed Forces,120.2,No,No,No,Paid,Female,Yes,19,No,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Enrolled
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,142.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Service,127.3,Yes,No,No,Paid,Female,No,18,No,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Graduate
Single,Phase 2 - General,2,Animation Design,Daytime,Secondary Education,141.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,136.1,Yes,No,No,Paid,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
Single,Course Change,2,Marketing,Daytime,Secondary Education,129.0,Portuguese,Degree,Degree,Service,Service,122.4,Yes,No,No,Paid,Female,No,19,No,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled
Single,Higher Course Holders,0,Agronomy,Daytime,Degree,130.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Admin,Unskilled,130.0,Yes,No,No,Paid,Female,No,23,No,10,17,28,17,13.15,2,8,12,22,12,13.214285714285714,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,2,Social Service,Daytime,Secondary Education,136.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Admin,Industry,121.7,Yes,No,No,Paid,Female,Yes,21,No,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,3,Nursing,Daytime,Secondary Education,137.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Service,Industry,122.7,Yes,No,No,Paid,Female,Yes,18,No,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,125.0,Portuguese,Unknown,Basic Ed 1st Cycle,Unskilled,Unskilled,129.2,Yes,No,Yes,Unpaid,Female,No,20,No,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout
Single,Course Change,1,Journalism,Daytime,Secondary Education,119.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Service,Service,105.0,Yes,No,No,Paid,Female,No,23,No,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,129.9,Yes,No,No,Paid,Female,No,20,No,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Enrolled
Single,Phase 1 - General,1,Communication Design,Daytime,Secondary Education,152.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Service,Industry,136.3,No,No,No,Paid,Female,Yes,18,No,1,6,8,6,13.571428571428571,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Social Service Evening,Evening,Secondary Education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,114.9,No,No,No,Paid,Female,No,29,No,8,11,14,11,12.75,0,3,7,7,7,13.428571428571429,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 Years,1,Journalism,Daytime,12th Incomplete,133.1,Portuguese,Basic Ed 2nd Cycle,Secondary Ed,Service,Admin,102.0,Yes,No,No,Paid,Male,No,28,No,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout
Single,Phase 1 - General,3,Marketing,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry,Industry,111.3,Yes,No,No,Paid,Male,No,19,No,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 Years,1,Marketing,Daytime,Secondary Education,148.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Industry,Industry,130.9,No,No,Yes,Unpaid,Male,No,24,No,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 Years,1,Animation Design,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,100.0,No,No,Yes,Paid,Male,Yes,33,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 2 - General,1,Management,Daytime,Secondary Education,115.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Service,Industry,112.9,Yes,No,No,Unpaid,Male,No,19,No,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled,Technician,112.7,No,No,No,Paid,Male,No,19,No,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,11.1,0.6,2.02,Graduate
Divorced,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry,Industry,143.0,No,No,No,Paid,Male,No,37,No,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,168.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Machine Operator,155.1,Yes,No,Yes,Unpaid,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Divorced,Over 23 Years,1,Management Evening,Evening,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,127.6,No,No,No,Paid,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
Married,Over 23 Years,1,Nursing,Daytime,Basic Ed 2nd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Technician,146.6,No,No,No,Paid,Male,No,37,No,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate
Single,Over 23 Years,1,Nursing,Daytime,Secondary Education,137.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,141.0,No,No,No,Paid,Male,No,36,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Phase 1 - General,2,Marketing,Daytime,Secondary Education,123.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Industry,Industry,120.6,Yes,No,No,Paid,Male,No,19,No,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary Education,150.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Technician,110.0,Yes,No,No,Paid,Male,Yes,33,No,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,9.4,-0.8,-3.12,Graduate
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Education,120.0,Portuguese,Secondary Ed,Secondary Ed,Service,Industry,108.6,No,No,No,Unpaid,Male,No,34,No,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,145.0,Portuguese,Degree,Basic Ed 3rd Cycle,Technician,Machine Operator,134.9,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Graduate
Single,Tech Diploma,1,Equinculture,Daytime,Tech Specialization,120.0,Portuguese,Degree,Secondary Ed,Scientific,Admin,120.0,Yes,No,No,Paid,Female,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,142.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Admin,Industry,141.3,No,No,No,Paid,Female,Yes,19,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,3,Veterinary Nursing,Daytime,Secondary Education,147.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Legislative,135.6,Yes,No,No,Paid,Female,No,20,No,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,121.5,Yes,No,No,Paid,Female,Yes,19,No,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,126.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,125.0,Yes,No,No,Paid,Female,No,19,No,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Graduate
Single,Phase 3 - General,2,Journalism,Daytime,Secondary Education,132.0,Guinean,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,119.1,Yes,No,No,Paid,Female,Yes,22,Yes,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,122.0,Portuguese,Other 11th,Other 11th,Service,Industry,126.6,Yes,No,No,Paid,Female,No,18,No,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,11.1,0.6,2.02,Enrolled
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,123.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Unskilled,Unskilled,116.7,No,No,No,Paid,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,3,Nursing,Daytime,Secondary Education,126.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Science Technician,Plant Operator,120.1,Yes,No,No,Paid,Female,No,19,No,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,Enrolled
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,128.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,124.9,No,No,No,Paid,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
Single,Over 23 Years,1,Nursing,Daytime,Secondary Education,100.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Legislative,Other,114.0,Yes,No,Yes,Unpaid,Female,No,31,No,0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,Dropout
Single,Phase 2 - General,5,Nursing,Daytime,Secondary Education,140.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Technician,131.1,Yes,No,No,Paid,Female,No,18,No,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,145.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Unskilled,Unskilled,129.3,No,No,Yes,Paid,Female,Yes,19,No,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,143.0,Portuguese,Degree,Basic Ed 2nd Cycle,Scientific,Armed Forces,129.7,Yes,No,No,Paid,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,Phase 2 - General,1,Social Service,Daytime,Secondary Education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Service,120.8,No,No,No,Paid,Female,Yes,19,No,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Agriculture,135.0,No,No,No,Paid,Female,No,19,No,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,129.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,117.8,No,No,No,Paid,Female,Yes,19,No,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,10.8,1.4,1.74,Enrolled
Married,Higher Course Holders,1,Social Service Evening,Evening,Degree,124.4,Portuguese,Basic Ed 1st Cycle,Unknown,Student,Student,130.0,No,No,No,Paid,Female,No,30,No,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,7.6,2.6,0.32,Graduate
Single,Course Change,1,Journalism,Daytime,Secondary Education,127.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Service,Service,117.6,Yes,No,No,Paid,Female,No,18,No,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled
Single,Phase 3 - General,6,Nursing,Daytime,Secondary Education,144.0,Portuguese,Secondary Ed,Secondary Ed,Technician,Agriculture,130.8,Yes,No,No,Paid,Female,No,18,No,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,12.7,3.7,-1.7,Graduate
Single,Phase 3 - General,5,Veterinary Nursing,Daytime,Secondary Education,121.0,Portuguese,Doctorate,Degree,Scientific,Technician,111.9,Yes,No,No,Paid,Female,No,21,No,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Tech Diploma,1,Social Service,Daytime,Secondary Education,150.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Unskilled,145.9,No,No,No,Paid,Female,Yes,19,No,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,Phase 2 - General,1,Marketing,Daytime,Secondary Education,115.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,109.1,Yes,No,No,Paid,Female,Yes,19,No,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,12.4,0.5,1.79,Enrolled
Single,Phase 1 - General,5,Nursing,Daytime,Secondary Education,125.0,Portuguese,Degree,Basic Ed 3rd Cycle,Admin,Machine Operator,120.3,Yes,No,No,Paid,Female,No,19,No,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled
Single,Phase 2 - General,1,Equinculture,Daytime,Secondary Education,117.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Admin,Admin,113.5,Yes,No,No,Paid,Female,No,19,No,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,2,Marketing,Daytime,Secondary Education,121.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Industry,135.4,Yes,No,No,Paid,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate
Married,Over 23 Years,1,Management Evening,Evening,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Agriculture,130.2,No,No,No,Paid,Female,Yes,39,No,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,2,Communication Design,Daytime,Secondary Education,129.0,Portuguese,Degree,Master,Scientific,Scientific,136.4,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled
Single,Phase 2 - General,1,Animation Design,Daytime,Secondary Education,130.0,Portuguese,Degree,Secondary Ed,Unskilled,Unskilled,126.9,Yes,No,No,Paid,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Phase 2 - General,5,Management,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Technician,Armed Forces,119.8,Yes,No,No,Paid,Female,No,19,No,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate
Single,Phase 2 - General,3,Management,Daytime,Secondary Education,137.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Industry,124.4,Yes,No,No,Paid,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Enrolled
Married,Over 23 Years,1,Agronomy,Daytime,Secondary Education,150.0,Portuguese,Degree,Degree,Scientific,Scientific,120.0,No,No,Yes,Unpaid,Female,No,34,No,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled
Single,Phase 1 - General,2,Marketing,Daytime,Secondary Education,117.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,111.8,No,No,No,Paid,Female,No,22,No,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled
Single,Over 23 Years,1,Veterinary Nursing,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Industry,Industry,130.0,Yes,No,No,Paid,Female,No,24,No,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduate
Married,Course Change,1,Management,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Industry,Armed Forces,138.0,No,No,No,Paid,Female,No,34,No,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,7.6,2.6,0.32,Graduate
Married,Over 23 Years,1,Management Evening,Evening,Secondary Education,110.0,Portuguese,Unknown,Unknown,Student,Student,114.6,Yes,No,No,Paid,Female,No,46,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Married,Over 23 Years,2,Management,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Machine Operator,108.0,No,No,No,Paid,Female,No,50,No,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 Years,1,Management Evening,Evening,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Service,140.0,No,No,No,Unpaid,Female,No,37,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 1 - General,2,Veterinary Nursing,Daytime,Secondary Education,148.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Admin,Unskilled,134.7,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,17.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate
Single,Over 23 Years,1,Veterinary Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Agriculture,Agriculture,110.0,No,No,No,Paid,Female,Yes,25,No,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,11.1,0.6,2.02,Enrolled
Married,Over 23 Years,1,Agronomy,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Agriculture,104.8,No,No,No,Paid,Female,No,46,No,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,15.5,2.8,-4.06,Graduate
Married,Over 23 Years,1,Communication Design,Daytime,Secondary Education,160.0,Portuguese,Degree,Secondary Ed,Scientific,Service,126.5,No,No,No,Paid,Female,Yes,30,No,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduate
Divorced,Phase 1 - General,1,Management Evening,Evening,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,118.1,No,No,Yes,Unpaid,Female,No,37,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 Years,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,119.9,No,No,No,Paid,Female,No,50,No,0,5,9,2,10.5,0,0,5,7,3,11.0,0,12.7,3.7,-1.7,Enrolled
Single,Tech Diploma,1,Agronomy,Daytime,Tech Specialization,160.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Agriculture,160.0,Yes,No,No,Paid,Female,No,20,No,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,Graduate
Married,Over 23 Years,2,Oral Hygiene,Daytime,Other 11th,133.1,Portuguese,Unknown,Unknown,Unknown,Unknown,100.5,No,No,No,Paid,Female,No,39,No,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout
Married,Over 23 Years,1,Journalism,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Agriculture,110.0,No,No,No,Unpaid,Female,No,53,No,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Transfer,1,Management,Daytime,Secondary Education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,100.0,Yes,No,No,Paid,Female,No,54,No,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,Dropout
Single,Tech Diploma,1,Veterinary Nursing,Daytime,Tech Specialization,140.0,Portuguese,Degree,Degree,Admin,Scientific,140.0,Yes,No,No,Paid,Female,No,19,No,0,6,8,4,14.4,0,0,6,6,5,13.0,0,13.9,-0.3,0.79,Graduate
Single,Phase 3 - General,2,Journalism,Daytime,Secondary Education,109.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,109.0,Yes,No,No,Unpaid,Female,No,20,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,3,Journalism,Daytime,Secondary Education,130.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Admin,Service,120.9,Yes,No,Yes,Paid,Female,No,18,No,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate
